ell,Dl_tt,err,model_Dl
37.0,4549.405717833339,5.751799618454473,1.0172113882776361
38.0,4300.475764437946,5.751799618454473,1.0162542482802197
39.0,4083.413046318244,5.751799618454473,1.015322837666685
40.0,3886.930929329992,5.751799618454473,1.0144158310709748
41.0,3695.490397282286,5.751799618454473,1.0135320024345391
42.0,3509.637131795756,5.751799618454473,1.0126702153517815
43.0,3355.2072617001204,5.751799618454473,1.0118294145592057
44.0,3203.9510424977084,5.751799618454473,1.011008618409595
45.0,3067.7584092274365,5.751799618454473,1.0102069121976445
46.0,2938.161639422327,5.751799618454473,1.0094234422241135
47.0,2816.6056910592542,5.751799618454473,1.0086574105026558
48.0,2693.1448068929285,5.751799618454473,1.0079080700276795
49.0,2579.7506867822262,5.751799618454473,1.0071747205334252
50.0,2482.2584268386263,5.751799618454473,1.006456704684385
51.0,2378.2160481664323,5.751799618454473,1.0057534046455103
52.0,2282.366108881075,5.751799618454473,1.0050642389877107
53.0,2199.7818728996617,5.751799618454473,1.0043886598901035
54.0,2122.8932760100593,5.751799618454473,1.00372615060554
55.0,2031.0209767159513,5.751799618454473,1.0030762231602584
56.0,1964.9169235448705,5.751799618454473,1.0024384162622082
57.0,1890.1637166289147,5.751799618454473,1.0018122933957525
58.0,1836.2350596217204,5.751799618454473,1.0011974410831972
59.0,1777.2511476671004,5.751799618454473,1.0005934672959298
60.0,1711.3096432985492,5.751799618454473,1.0
61.0,1670.4025056602652,5.751799618454473,0.9994166858227297
62.0,1618.679180193212,5.751799618454473,0.9988431888284763
63.0,1562.3706876562374,5.751799618454473,0.9982791893930127
64.0,1508.7546876012238,5.751799618454473,0.99772438316715
65.0,1471.9212369012357,5.751799618454473,0.9971784801212544
66.0,1412.4085365462468,5.751799618454473,0.9966412036632061
67.0,1372.1888183247156,5.751799618454473,0.9961122898231343
68.0,1339.922456010919,5.751799618454473,0.9955914864989599
69.0,1293.18217545592,5.751799618454473,0.9950785527573887
70.0,1261.3989796571198,5.751799618454473,0.9945732581855394
71.0,1216.7083090392007,5.751799618454473,0.9940753822888738
72.0,1187.784221801894,5.751799618454473,0.9935847139315215
73.0,1154.3493023618187,5.751799618454473,0.9931010508154673
74.0,1131.3857352479356,5.751799618454473,0.9926241989954155
75.0,1090.8124540168487,5.751799618454473,0.9921539724264375
76.0,1063.4374703437406,5.751799618454473,0.9916901925417826
77.0,1033.7676055914355,5.751799618454473,0.9912326878584758
78.0,1006.8477890293973,5.751799618454473,0.9907812936085355
79.0,973.7886878872235,5.751799618454473,0.9903358513938428
80.0,961.5415305361195,5.751799618454473,0.9898962088628679
81.0,936.7588226635071,5.751799618454473,0.9894622194076141
82.0,915.1933610838962,5.751799618454473,0.9890337418792831
83.0,901.7475491663425,5.751799618454473,0.9886106403212911
84.0,867.7147910487439,5.751799618454473,0.9881927837183846
85.0,844.7602033569578,5.751799618454473,0.9877800457607009
86.0,824.0542342268357,5.751799618454473,0.9873723046217248
87.0,815.8500632044149,5.751799618454473,0.9869694427491676
88.0,793.0585439127957,5.751799618454473,0.9865713466678786
89.0,787.9311419081852,5.751799618454473,0.9861779067939689
90.0,758.1725871630952,5.751799618454473,0.9857890172593905
91.0,740.2726705152718,5.751799618454473,0.985404575746276
92.0,712.6947730199187,5.751799618454473,0.9850244833303916
93.0,702.0774057963998,5.751799618454473,0.9846486443331118
94.0,699.6726112669679,5.751799618454473,0.9842769661813641
95.0,679.5898378005272,5.751799618454473,0.9839093592750356
96.0,660.7266420244528,5.751799618454473,0.9835457368613709
97.0,648.2958359228357,5.751799618454473,0.9831860149159204
98.0,635.2973257054792,5.751799618454473,0.9828301120296384
99.0,626.1952071763245,5.751799618454473,0.9824779493017514
100.0,608.749630384269,5.751799618454473,0.9821294502380462
101.0,600.54276830407,5.751799618454473,0.9817845406542554
102.0,584.1390962294554,5.751799618454473,0.9814431485842331
103.0,577.0811013061359,5.751799618454473,0.981105204192642
104.0,562.8243464414459,5.751799618454473,0.9807706396918876
105.0,550.519935059484,5.751799618454473,0.9804393892630551
106.0,554.1161832961151,5.751799618454473,0.9801113889806171
107.0,543.789035986903,5.751799618454473,0.979786576740704
108.0,519.1212765050839,5.751799618454473,0.9794648921927305
109.0,513.9217066419025,5.751799618454473,0.9791462766741975
110.0,498.8624701373616,5.751799618454473,0.9788306731484899
111.0,497.8795749805848,5.751799618454473,0.9785180261455094
112.0,484.4560740961183,5.751799618454473,0.9782082817049877
113.0,481.9015678841759,5.751799618454473,0.9779013873223368
114.0,475.4915147350938,5.751799618454473,0.977597291896901
115.0,467.52832732628,5.751799618454473,0.9772959456824847
116.0,460.36420352060617,5.751799618454473,0.9769973002400363
117.0,435.42243804252547,5.751799618454473,0.9767013083923775
118.0,433.96790243122473,5.751799618454473,0.9764079241808716
119.0,420.66726652460125,5.751799618454473,0.9761171028239339
120.0,415.99441590029613,5.751799618454473,0.9758288006772889
121.0,421.0492985861019,5.751799618454473,0.975542975195889
122.0,414.44319072734544,5.751799618454473,0.9752595848974106
123.0,399.5688999856349,5.751799618454473,0.9749785893272513
124.0,392.2126004453233,5.751799618454473,0.974699949024953
125.0,384.1447052988175,5.751799618454473,0.9744236254919838
126.0,379.00008220205234,5.751799618454473,0.9741495811608114
127.0,379.9473084389322,5.751799618454473,0.9738777793652087
128.0,365.09386704836777,5.751799618454473,0.9736081843117309
129.0,363.1254613756041,5.751799618454473,0.9733407610523103
130.0,358.0209979257387,5.751799618454473,0.9730754754579171
131.0,353.96066308665763,5.751799618454473,0.9728122941932362
132.0,351.3482085504793,5.751799618454473,0.9725511846923136
133.0,345.2070922882348,5.751799618454473,0.9722921151351265
134.0,332.92714528829924,5.751799618454473,0.9720350544250408
135.0,322.9221860066859,5.751799618454473,0.9717799721671087
136.0,328.0476513451785,5.751799618454473,0.9715268386471743
137.0,320.3166830486801,5.751799618454473,0.9712756248117504
138.0,332.95668828336244,5.751799618454473,0.9710263022486314
139.0,314.4120696096757,5.751799618454473,0.97077884316821
140.0,307.0772017906678,5.751799618454473,0.9705332203854706
141.0,297.3160880468551,5.751799618454473,0.9702894073026265
142.0,301.2056166608123,5.751799618454473,0.9700473778923742
143.0,290.9527998483476,5.751799618454473,0.9698071066817407
144.0,291.57338130964735,5.751799618454473,0.9695685687364974
145.0,291.6478665711471,5.751799618454473,0.9693317396461164
146.0,292.5218290376399,5.751799618454473,0.9690965955092472
147.0,274.27998202945776,5.751799618454473,0.9688631129196936
148.0,274.4162824955053,5.751799618454473,0.9686312689528687
149.0,280.375998829832,5.751799618454473,0.9684010411527083
150.0,265.79706733615126,5.751799618454473,0.968172407519027
151.0,263.36169566306114,5.751799618454473,0.9679453464952952
152.0,267.75735079435975,5.751799618454473,0.9677198369568233
153.0,254.31094864235868,5.751799618454473,0.9674958581993365
154.0,252.12271038508945,5.751799618454473,0.967273389927923
155.0,245.15963289535497,5.751799618454473,0.9670524122463443
156.0,250.3684563371757,5.751799618454473,0.9668329056466884
157.0,241.4546466030536,5.751799618454473,0.9666148509993603
158.0,245.43394578422036,5.751799618454473,0.9663982295433883
159.0,229.73764623262736,5.751799618454473,0.9661830228770406
160.0,238.24457658010942,5.751799618454473,0.9659692129487383
161.0,235.70915752507736,5.751799618454473,0.9657567820482509
162.0,233.97297480757376,5.751799618454473,0.9655457127981698
163.0,233.68421953222042,5.751799618454473,0.9653359881456433
164.0,226.94141409430247,5.751799618454473,0.9651275913543669
165.0,218.96493812496809,5.751799618454473,0.9649205059968197
166.0,209.13316072903606,5.751799618454473,0.9647147159467359
167.0,212.65088418435616,5.751799618454473,0.9645102053718032
168.0,210.69536871422173,5.751799618454473,0.9643069587265835
169.0,209.1308180648156,5.751799618454473,0.9641049607456417
170.0,210.3960629958593,5.751799618454473,0.963904196436882
171.0,202.6994042519117,5.751799618454473,0.963704651075077
172.0,199.52015993751425,5.751799618454473,0.9635063101955909
173.0,204.05277716905334,5.751799618454473,0.9633091595882833
174.0,198.39829833074302,5.751799618454473,0.9631131852915906
175.0,185.2157528520865,5.751799618454473,0.9629183735867785
176.0,196.36382610853042,5.751799618454473,0.962724710992358
177.0,197.6059795191502,5.751799618454473,0.9625321842586635
178.0,196.8500445550187,5.751799618454473,0.9623407803625816
179.0,190.45924857995246,5.751799618454473,0.9621504865024306
180.0,188.72037506369523,5.751799618454473,0.9619612900929824
181.0,181.15939895970578,5.751799618454473,0.9617731787606245
182.0,172.12323141541083,5.751799618454473,0.9615861403386551
183.0,181.945344480521,5.751799618454473,0.9614001628627087
184.0,175.00522541588344,5.751799618454473,0.9612152345663066
185.0,175.31752784983,5.751799618454473,0.9610313438765296
186.0,172.65398489079615,5.751799618454473,0.9608484794098076
187.0,172.78700866163743,5.751799618454473,0.9606666299678224
188.0,166.40589088696754,5.751799618454473,0.9604857845335223
189.0,167.90697494186253,5.751799618454473,0.9603059322672407
190.0,177.51058278255837,5.751799618454473,0.9601270625029202
191.0,171.26150054780848,5.751799618454473,0.9599491647444349
192.0,151.59138735968318,5.751799618454473,0.9597722286620092
193.0,164.61484177410185,5.751799618454473,0.9595962440887325
194.0,155.26715982354582,5.751799618454473,0.9594212010171612
195.0,165.33667052168283,5.751799618454473,0.9592470895960126
196.0,156.59644822737576,5.751799618454473,0.9590739001269398
197.0,146.27505180232612,5.751799618454473,0.9589016230613928
198.0,161.7040262044009,5.751799618454473,0.9587302489975571
199.0,148.20476122743423,5.751799618454473,0.9585597686773715
200.0,146.42392828360082,5.751799618454473,0.9583901729836206
201.0,140.46945752931558,5.751799618454473,0.9582214529371
202.0,149.14118122708342,5.751799618454473,0.9580535996938532
203.0,158.81719684500501,5.751799618454473,0.957886604542476
204.0,141.10122342212472,5.751799618454473,0.9577204589014888
205.0,137.4301519678565,5.751799618454473,0.9575551543167731
206.0,137.2389027746887,5.751799618454473,0.9573906824590699
207.0,140.1203556197398,5.751799618454473,0.9572270351215411
208.0,145.1515408393236,5.751799618454473,0.9570642042173886
209.0,139.37588679309525,5.751799618454473,0.9569021817775304
210.0,132.69732896656433,5.751799618454473,0.9567409599483346
211.0,133.2997822397806,5.751799618454473,0.9565805309894059
212.0,133.15869350090318,5.751799618454473,0.9564208872714245
213.0,133.9032316238223,5.751799618454473,0.9562620212740384
214.0,125.10552609752872,5.751799618454473,0.9561039255838025
215.0,133.72772650557906,5.751799618454473,0.9559465928921691
216.0,137.8488626688013,5.751799618454473,0.9557900159935223
217.0,129.395958789071,5.751799618454473,0.955634187783261
218.0,131.7611881219951,5.751799618454473,0.9554791012559237
219.0,120.50652736025684,5.751799618454473,0.9553247495033582
220.0,113.5943124759448,5.751799618454473,0.9551711257129332
221.0,112.1143621207748,5.751799618454473,0.9550182231657898
222.0,135.4050282752978,5.751799618454473,0.9548660352351331
223.0,117.36471889850266,5.751799618454473,0.9547145553845634
224.0,120.00897947212614,5.751799618454473,0.9545637771664436
225.0,122.28897134820278,5.751799618454473,0.9544136942203039
226.0,108.61616521991144,5.751799618454473,0.9542643002712822
227.0,119.38978265028412,5.751799618454473,0.9541155891285993
228.0,114.75983023638969,5.751799618454473,0.9539675546840669
229.0,106.30818879405966,5.751799618454473,0.9538201909106299
230.0,107.09919396396586,5.751799618454473,0.9536734918609389
231.0,103.05780338817506,5.751799618454473,0.9535274516659565
232.0,111.75641124102654,5.751799618454473,0.953382064533591
233.0,101.21341221755843,5.751799618454473,0.9532373247473609
234.0,120.70873757551757,5.751799618454473,0.9530932266650898
235.0,110.3475096446448,5.751799618454473,0.952949764717626
236.0,108.15988299769732,5.751799618454473,0.9528069334075928
237.0,99.28598047102618,5.751799618454473,0.952664727308163
238.0,104.44733138782267,5.751799618454473,0.9525231410618604
239.0,100.7247558262474,5.751799618454473,0.9523821693793872
240.0,107.75783361845266,5.751799618454473,0.9522418070384743
241.0,98.67092206782775,5.751799618454473,0.9521020488827576
242.0,94.6249689238196,5.751799618454473,0.9519628898206763
243.0,95.13942031560333,5.751799618454473,0.951824324824395
244.0,106.86908506541351,5.751799618454473,0.9516863489287473
245.0,93.18920646214983,5.751799618454473,0.9515489572302017
246.0,99.85856703102394,5.751799618454473,0.9514121448858491
247.0,96.92310567651934,5.751799618454473,0.9512759071124095
248.0,103.95450318382338,5.751799618454473,0.9511402391852605
249.0,101.68325435675192,5.751799618454473,0.951005136437485
250.0,93.72381321277255,5.751799618454473,0.9508705942589372
251.0,97.36460569388282,5.751799618454473,0.9507366080953289
252.0,87.8761288670731,5.751799618454473,0.9506031734473328
253.0,82.84597220130166,5.751799618454473,0.9504702858697046
254.0,94.39467288766942,5.751799618454473,0.9503379409704221
255.0,89.75818341747566,5.751799618454473,0.9502061344098407
256.0,75.15622164880202,5.751799618454473,0.9500748618998672
257.0,91.00063416311407,5.751799618454473,0.9499441192031485
258.0,89.63578227844106,5.751799618454473,0.9498139021322759
259.0,93.41033763659709,5.751799618454473,0.9496842065490063
260.0,100.64684305076604,5.751799618454473,0.9495550283634975
261.0,91.21153165688814,5.751799618454473,0.9494263635335581
262.0,97.5473812241168,5.751799618454473,0.9492982080639126
263.0,75.99896470779004,5.751799618454473,0.9491705580054801
264.0,83.29884691689705,5.751799618454473,0.9490434094546674
265.0,84.04574899633369,5.751799618454473,0.9489167585526737
266.0,92.27996215157204,5.751799618454473,0.9487906014848115
267.0,79.74652841018555,5.751799618454473,0.9486649344798378
268.0,85.95958256947524,5.751799618454473,0.9485397538092989
269.0,82.99257729628161,5.751799618454473,0.9484150557868871
270.0,82.24839151374844,5.751799618454473,0.9482908367678102
271.0,73.4554288970627,5.751799618454473,0.9481670931481719
272.0,78.20254196597757,5.751799618454473,0.9480438213643643
273.0,76.24353344933165,5.751799618454473,0.9479210178924705
274.0,84.5236813256851,5.751799618454473,0.9477986792476802
275.0,75.20174356163956,5.751799618454473,0.9476768019837138
276.0,85.12298255762137,5.751799618454473,0.9475553826922589
277.0,96.25001677791361,5.751799618454473,0.9474344180024156
278.0,71.13977619949279,5.751799618454473,0.9473139045801527
279.0,81.38482110299405,5.751799618454473,0.947193839127774
280.0,77.90392583085257,5.751799618454473,0.9470742183833928
281.0,66.4009319027005,5.751799618454473,0.9469550391204176
282.0,73.10906027057624,5.751799618454473,0.9468362981470455
283.0,74.48496325581574,5.751799618454473,0.946717992305766
284.0,84.01300562477778,5.751799618454473,0.9466001184728727
285.0,82.4543154074148,5.751799618454473,0.9464826735579833
286.0,63.581909505387124,5.751799618454473,0.9463656545035691
287.0,75.64936152084198,5.751799618454473,0.9462490582844927
288.0,67.75718670277026,5.751799618454473,0.9461328819075524
289.0,74.96900944366341,5.751799618454473,0.9460171224110363
290.0,71.48998107604558,5.751799618454473,0.9459017768642832
291.0,74.96392812748981,5.751799618454473,0.9457868423672509
292.0,70.67121476143079,5.751799618454473,0.9456723160500932
293.0,59.535702517145054,5.751799618454473,0.9455581950727427
294.0,69.60403411988298,5.751799618454473,0.9454444766245014
295.0,63.23572370291055,5.751799618454473,0.9453311579236384
296.0,67.77933084035531,5.751799618454473,0.9452182362169946
297.0,65.79376094457567,5.751799618454473,0.9451057087795938
298.0,67.26108966038447,5.751799618454473,0.9449935729142599
299.0,71.5519689421533,5.751799618454473,0.9448818259512418
300.0,70.99915622154492,5.751799618454473,0.9447704652478437
301.0,59.9548916625581,5.751799618454473,0.9446594881880612
302.0,61.49534907080474,5.751799618454473,0.9445488921822254
303.0,75.06317527545534,5.751799618454473,0.9444386746666502
304.0,64.23061494008623,5.751799618454473,0.944328833103288
305.0,59.04430642885436,5.751799618454473,0.9442193649793887
306.0,71.78363776908053,5.751799618454473,0.9441102678071669
307.0,62.549285936149424,5.751799618454473,0.9440015391234725
308.0,59.4982987232096,5.751799618454473,0.9438931764894676
309.0,59.41012910957527,5.751799618454473,0.9437851774903082
310.0,60.82113214134293,5.751799618454473,0.9436775397348318
311.0,59.76152503014025,5.751799618454473,0.9435702608552496
312.0,68.57555345649452,5.751799618454473,0.9434633385068437
313.0,66.28176552578232,5.751799618454473,0.9433567703676687
314.0,62.60128077216724,5.751799618454473,0.9432505541382595
315.0,60.93202450952861,5.751799618454473,0.9431446875413422
316.0,61.78035319616456,5.751799618454473,0.94303916832155
317.0,61.86732479445108,5.751799618454473,0.9429339942451452
318.0,64.50515950797394,5.751799618454473,0.9428291630997431
319.0,42.470794675741956,5.751799618454473,0.9427246726940418
320.0,51.12199056018933,5.751799618454473,0.9426205208575561
321.0,55.28592532453989,5.751799618454473,0.9425167054403553
322.0,55.0577709066487,5.751799618454473,0.9424132243128054
323.0,51.15836227320803,5.751799618454473,0.9423100753653149
324.0,55.878772776914225,5.751799618454473,0.9422072565080846
325.0,60.23593093002026,5.751799618454473,0.9421047656708623
326.0,49.28937058070338,5.751799618454473,0.9420026008026997
327.0,59.50000517526662,5.751799618454473,0.9419007598717143
328.0,59.11131279026444,5.751799618454473,0.941799240864854
329.0,52.24535785430851,5.751799618454473,0.9416980417876665
330.0,53.10993040484524,5.751799618454473,0.9415971606640706
331.0,51.66768056521918,5.751799618454473,0.9414965955361327
332.0,56.20353353248667,5.751799618454473,0.9413963444638459
333.0,48.8073586368807,5.751799618454473,0.9412964055249119
334.0,61.0187879461928,5.751799618454473,0.9411967768145268
335.0,50.43365901330867,5.751799618454473,0.9410974564451707
336.0,48.568128037693434,5.751799618454473,0.9409984425463993
337.0,62.14962570888694,5.751799618454473,0.940899733264639
338.0,45.31600200700292,5.751799618454473,0.9408013267629859
339.0,58.54557269977357,5.751799618454473,0.9407032212210059
340.0,56.8075842068965,5.751799618454473,0.9406054148345406
341.0,45.7722847058676,5.751799618454473,0.9405079058155128
342.0,57.918795145325035,5.751799618454473,0.9404106923917375
343.0,43.735780699402106,5.751799618454473,0.9403137728067343
344.0,50.99572635768364,5.751799618454473,0.9402171453195429
345.0,50.78084575581267,5.751799618454473,0.9401208082045417
346.0,42.329412761648385,5.751799618454473,0.9400247597512676
347.0,43.349334255993966,5.751799618454473,0.9399289982642414
348.0,36.29641056104853,5.751799618454473,0.9398335220627916
349.0,53.44692839614395,5.751799618454473,0.9397383294808843
350.0,42.01420054803987,5.751799618454473,0.939643418866954
351.0,44.023536686000774,5.751799618454473,0.9395487885837371
352.0,48.257268136541775,5.751799618454473,0.939454437008107
353.0,52.75930388107334,5.751799618454473,0.9393603625309133
354.0,40.68608448260404,5.751799618454473,0.9392665635568216
355.0,44.825361442742384,5.751799618454473,0.9391730385041565
356.0,51.680330938573114,5.751799618454473,0.939079785804746
357.0,44.3435660629995,5.751799618454473,0.9389868039037701
358.0,50.72278361735927,5.751799618454473,0.9388940912596082
359.0,42.78157076759649,5.751799618454473,0.9388016463436919
360.0,50.47137068641995,5.751799618454473,0.9387094676403582
361.0,45.62876351699933,5.751799618454473,0.9386175536467045
362.0,52.67826157509854,5.751799618454473,0.9385259028724469
363.0,54.106705376710906,5.751799618454473,0.9384345138397792
364.0,44.24521779447918,5.751799618454473,0.9383433850832349
365.0,53.15972309839298,5.751799618454473,0.9382525151495501
366.0,43.40787253003174,5.751799618454473,0.9381619025975291
367.0,54.11981079078411,5.751799618454473,0.9380715459979111
368.0,39.197502542237515,5.751799618454473,0.9379814439332401
369.0,39.475295410261396,5.751799618454473,0.9378915949977343
370.0,43.867348547139855,5.751799618454473,0.9378019977971598
371.0,41.69308194067709,5.751799618454473,0.937712650948704
372.0,37.47401736304071,5.751799618454473,0.9376235530808524
373.0,45.82294604584498,5.751799618454473,0.9375347028332655
374.0,40.50615733129473,5.751799618454473,0.9374460988566578
375.0,35.434014318386076,5.751799618454473,0.9373577398126798
376.0,46.2495433121872,5.751799618454473,0.9372696243737997
377.0,37.573910528566245,5.751799618454473,0.9371817512231874
378.0,52.909707845289994,5.751799618454473,0.9370941190546008
379.0,45.2527312858237,5.751799618454473,0.9370067265722718
380.0,44.85531530311266,5.751799618454473,0.9369195724907962
381.0,39.25666493624881,5.751799618454473,0.9368326555350227
382.0,37.30091663645036,5.751799618454473,0.9367459744399455
383.0,39.24163203336671,5.751799618454473,0.936659527950596
384.0,48.798104109193496,5.751799618454473,0.9365733148219385
385.0,36.75623144395636,5.751799618454473,0.9364873338187653
386.0,44.49700446046648,5.751799618454473,0.9364015837155933
387.0,43.02970992322728,5.751799618454473,0.9363160632965637
388.0,41.99908154157078,5.751799618454473,0.9362307713553408
389.0,38.195549461458604,5.751799618454473,0.9361457066950138
390.0,36.55335185057389,5.751799618454473,0.9360608681279985
391.0,29.446601818841614,5.751799618454473,0.9359762544759408
392.0,39.67092158610109,5.751799618454473,0.935891864569623
393.0,44.37446831748722,5.751799618454473,0.9358076972488679
394.0,41.55499258255861,5.751799618454473,0.9357237513624475
395.0,33.974330568339695,5.751799618454473,0.9356400257679911
396.0,32.551818138146835,5.751799618454473,0.9355565193318945
397.0,44.30469744024982,5.751799618454473,0.9354732309292316
398.0,33.929117680360754,5.751799618454473,0.9353901594436653
399.0,45.34994563656242,5.751799618454473,0.9353073037673614
400.0,30.692770411139364,5.751799618454473,0.9352246628009023
401.0,30.287867722437188,5.751799618454473,0.9351422354532023
402.0,38.341284872148535,5.751799618454473,0.9350600206414239
403.0,41.764524814055086,5.751799618454473,0.934978017290895
404.0,29.483070438744495,5.751799618454473,0.9348962243350271
405.0,38.09875190024428,5.751799618454473,0.9348146407152351
406.0,38.86928480548291,5.751799618454473,0.9347332653808575
407.0,35.053898982733166,5.751799618454473,0.9346520972890775
408.0,34.26484446408325,5.751799618454473,0.9345711354048456
409.0,33.992027985599094,5.751799618454473,0.9344903787008025
410.0,43.6711860091533,5.751799618454473,0.9344098261572039
411.0,32.00528885859826,5.751799618454473,0.9343294767618451
412.0,36.49949128314921,5.751799618454473,0.9342493295099875
413.0,38.95930529604417,5.751799618454473,0.9341693834042852
414.0,37.69258258550352,5.751799618454473,0.9340896374547132
415.0,41.06181419608833,5.751799618454473,0.9340100906784956
416.0,30.04043630662933,5.751799618454473,0.933930742100036
417.0,33.636546160629656,5.751799618454473,0.9338515907508472
418.0,33.18355899956911,5.751799618454473,0.9337726356694829
419.0,41.152589031666864,5.751799618454473,0.9336938759014695
420.0,43.718319582657806,5.751799618454473,0.9336153104992397
421.0,39.03644981796777,5.751799618454473,0.9335369385220652
422.0,29.638187049984364,5.751799618454473,0.9334587590359922
423.0,34.22855190656315,5.751799618454473,0.9333807711137758
424.0,38.71960668017332,5.751799618454473,0.9333029738348172
425.0,25.961233415143845,5.751799618454473,0.9332253662850994
426.0,36.26494306231908,5.751799618454473,0.9331479475571256
427.0,24.496497226003427,5.751799618454473,0.933070716749857
428.0,36.87768051156005,5.751799618454473,0.9329936729686517
429.0,38.29044556336047,5.751799618454473,0.9329168153252054
430.0,43.71368026994633,5.751799618454473,0.9328401429374908
431.0,27.494521490070344,5.751799618454473,0.9327636549296997
432.0,42.60138403328859,5.751799618454473,0.9326873504321835
433.0,28.10519145193648,5.751799618454473,0.9326112285813974
434.0,40.965179595535645,5.751799618454473,0.9325352885198426
435.0,25.938947421793856,5.751799618454473,0.9324595293960098
436.0,30.343103158519693,5.751799618454473,0.9323839503643249
437.0,25.00745050827196,5.751799618454473,0.9323085505850931
438.0,11.993677526297592,5.751799618454473,0.9322333292244449
439.0,41.52144679196911,5.751799618454473,0.932158285454283
440.0,32.037219773563166,5.751799618454473,0.9320834184522286
441.0,28.345168055204468,5.751799618454473,0.9320087274015697
442.0,23.303701516989893,5.751799618454473,0.9319342114912085
443.0,27.776419634677726,5.751799618454473,0.9318598699156109
444.0,27.365926624799847,5.751799618454473,0.9317857018747558
445.0,31.005764262472564,5.751799618454473,0.9317117065740845
446.0,37.38929299592887,5.751799618454473,0.931637883224452
447.0,28.2565185303346,5.751799618454473,0.9315642310420773
448.0,27.677178093088745,5.751799618454473,0.9314907492484957
449.0,29.944805794584607,5.751799618454473,0.9314174370705108
450.0,29.638834644764316,5.751799618454473,0.9313442937401468
451.0,20.278944074705862,5.751799618454473,0.9312713184946021
452.0,42.711308408085685,5.751799618454473,0.931198510576203
453.0,34.114546406716535,5.751799618454473,0.9311258692323582
454.0,30.85187670117383,5.751799618454473,0.931053393715513
455.0,25.10674626110481,5.751799618454473,0.9309810832831048
456.0,25.754372225045778,5.751799618454473,0.9309089371975199
457.0,29.763891035660937,5.751799618454473,0.9308369547260478
458.0,24.58017028171503,5.751799618454473,0.9307651351408394
459.0,29.730145443162723,5.751799618454473,0.9306934777188641
460.0,30.071412748549648,5.751799618454473,0.9306219817418668
461.0,25.221906423251838,5.751799618454473,0.9305506464963268
462.0,27.930585088834754,5.751799618454473,0.9304794712734158
463.0,27.454415593098975,5.751799618454473,0.9304084553689573
464.0,24.488798943396862,5.751799618454473,0.9303375980833862
465.0,26.227147061190195,5.751799618454473,0.9302668987217084
466.0,33.730801871786475,5.751799618454473,0.9301963565934614
467.0,27.08904716168164,5.751799618454473,0.9301259710126752
468.0,21.953310045108406,5.751799618454473,0.9300557412978332
469.0,32.37950827518887,5.751799618454473,0.9299856667718338
470.0,27.700465873888977,5.751799618454473,0.9299157467619532
471.0,28.524829929780978,5.751799618454473,0.929845980599807
472.0,15.603193221810715,5.751799618454473,0.9297763676213134
473.0,25.521477166236195,5.751799618454473,0.9297069071666567
474.0,26.999770878081147,5.751799618454473,0.9296375985802503
475.0,27.276326144915153,5.751799618454473,0.9295684412107013
476.0,26.102912091365855,5.751799618454473,0.9294994344107749
477.0,20.39780113602762,5.751799618454473,0.9294305775373589
478.0,34.96237091113014,5.751799618454473,0.929361869951429
479.0,15.325753187361865,5.751799618454473,0.9292933110180143
480.0,23.42546026312112,5.751799618454473,0.9292249001061631
481.0,29.67296217658969,5.751799618454473,0.9291566365889093
482.0,20.162988948626072,5.751799618454473,0.9290885198432395
483.0,24.821046022329984,5.751799618454473,0.9290205492500583
